nombre,cod_depend,cod_tramo,cod_tipo_d,cod_estado,cod_munici,direccion,codigo_pos,cod_titula,utm_x,utm_y,v_desde,id_provinc
BIF. CANAL DEL DUERO,B0602,"011000180",F,FS,,,,AD,360326.8344,4617523.5355,19,47
BIF. GRIJOTA,B1505,"061300030",B,EX,,,,AD,370011.2076,4655450.9394,51,34
KM 59.560,C5441,"044660010",K,EX,,,,AV,391783.5195,4110693.549,19,29
KM 86.520,C5442,"044640010",K,EX,,,,AD,412893.8349,4121118.024,19,29
CENTRO TRATAMIENTO TECNICO VALENCIA FUENTE S. LUIS,46A06,"033040010",O,EX,,,,AD,725839.8936,4369065.4736,19,46
CAPARROSO,"80113","017100070",T,EX,"310654",,"31380",AD,611537.2986,4692956.0207,1,31
ROBLIZA (APD),"33004","011200070",Y,FS,"372702",,"37491",AD,248799.9656,4529861.3379,1,37
IZNALLOZ,"57003","044160020",T,EX,"181054",,"18550",AD,453275.3149,4138920.5592,1,18
DEIFONTES,"57004","044160020",T,EX,"180665",,"18570",AD,447157.1837,4131936.2302,1,18
CALICASAS,"57005","044160020",Y,FS,"180037",,"18220",AD,441472.7338,4127342.7479,1,18
CAMPILLOS,"55001","044200020",A,EX,"290326",,"29320",AD,334253.8817,4100066.802,1,29
TEBA (APD),"55002","044200020",Y,FS,"290897",,"29327",AD,328791.7287,4095999.5493,1,29
SETENIL,"55005","044200030",T,EX,"110342",,"11692",AD,310919.9805,4081713.5303,1,11
BENAOJAN-MONTEJAQUE,"55010","044200040",T,EX,"290287",,"29370",AD,299362.5152,4065472.276,1,29
SAN YAGO (APD),"10201","011000070",P,EX,"280611",,"28400",AD,412782.0757,4496847.9221,1,28
SALVATERRA,"22109","068100040",T,EX,"360502",,"36450",AD,45409.4899,4673470.2382,1,36
SELA (APD),"22107","068100040",P,EX,"360010",,"36494",AD,57003.5434,4673896.4347,1,36
POUSA-CRECENTE (APD),"22105","068100040",P,EX,"360144",,"36420",AD,67325.3217,4678231.4184,1,36
FILGUEIRA,"22103","068100040",T,EX,"360144",,"36420",AD,72032.4478,4687225.488,1,36
AS NEVES,"22108","068100040",T,EX,"360340",,"36440",AD,51581.2979,4672388.394,1,36
ARBO,"22106","068100040",T,EX,"360010",,"36438",AD,61722.1926,4675269.5936,1,36
FRIEIRA,"22104","068100040",T,EX,"360144",,"36420",AD,70249.3795,4680081.5617,1,36
AS GANDARAS,"22203","068100060",E,EX,"360391",,"36408",AD,35094.9985,4677327.4908,51,36
O PORRIÑO,"22201","068100060",T,EX,"360391",,"36408",AD,35523.6997,4683315.7708,1,36
LOUREDO-VALOS,"22202","068100060",T,EX,"360335",,"36415",AD,38125.2489,4690987.02,1,36
CHAPELA (APD),"22302","068100080",F,FS,"360451",,"36320",AD,32254.7622,4695146.2162,1,36
CARDEÑOSA DE AVILA,"34002","011220010",T,EX,"050492",,"05320",AD,352172.9106,4511279.6349,1,5
BARALLOBRE (APD),"21007","068040010",P,EX,"150354",,"15500",AD,80241.7677,4825311.6944,1,15
CASTELLBISBAL-AGUJAS MOLINS,A7229,"022380015",B,EX,"080543",,"08755",AD,917154.9579,4600082.7233,5,8
"MALAGA-AG.K191,4",A5440,"044300130",F,FS,"290672",,"29002",AD,371240.4666,4063358.1137,2,29
MANZANEQUE,"37105","05999FS50",F,FS,"450909",,"45460",AD,431138.1713,4387523.7561,1,45
AEROPUERTO-T4,"98305","029080010",T,EX,"280796",,"28042",AD,449720.7032,4482580.3171,8,28
ALACANT-TERMINAL,"60911","130420110",E,EX,"030149","Avda. Salamanca, 1","03005",AV,718870.0006,4247018.2282,1,3
ALACANT-BENALUA (CGD),"62105","033340010",F,FS,"030149",,"03008",AD,719034.8747,4246261.4354,1,3
BENIEL,"62001","033360010",T,EX,"300102",,"30130",AD,675536.752,4212670.55,1,30
ORIHUELA - MIGUEL HERNANDEZ,"62002","033360020",T,EX,"030993",,"03300",AD,680282.5149,4216451.3429,5,3
BIF. CAMBIADOR VALDESTILLAS,B0802,"110800070",B,EX,"471821",,"47240",AV,350978.0547,4593123.6351,1,47
"KM. 51,878",C0809,"110800020",K,EX,"281202",,"28740",AV,422918.5494,4522623.5762,1,28
SEGOVIA-GUIOMAR,"08004","110800030",E,EX,"401945","Polg. Hontoria, junto Ermita Juarrillo","40006",AV,407794.2587,4529363.7928,1,40
"PK KM. 126,7",C0812,"110800040",K,EX,"400827",,"40496",AV,364598.9688,4565634.8554,1,40
VALDESTILLAS-A.V.,"08009","110800060",E,EX,"471821",,"47240",AV,350390.4783,4591489.354,1,47
GUADALAJARA-YEBES,"04007","120500030",E,EX,"191305","Carretera nacional 320, Km268","19000",AV,489294.8327,4492866.2186,1,19
"PK KM. 174,7",C4002,"120500050",K,EX,"500153",,"42269",AV,571487.6007,4561689.416,1,42
GUALLAR,"04030","120500080",E,EX,"502973",,"50011",AV,659884.4498,4613385.3082,1,50
COSCURITA,"84100","022020010",P,EX,"420682",,"42216",AD,544291.6931,4587729.9039,1,42
CERVERA DEL RIO ALHAMA,"83009","022020030",F,FS,"260472",,"26528",AD,594286.4523,4648035.2166,1,26
SORIA,"82100","022020020",E,EX,"421736","Crta. Madrid,s/n","42005",AD,543604.1802,4622730.6184,1,42
SANTA MARIA Y LA PEÑA,"74207","022040030",T,EX,"221730",,"22808",AD,689687.5138,4694577.1033,1,22
"KM. 3,237","18102","033000010",K,FS,"280796",,"28004",AD,440937.5714,4475403.8859,1,28
ALCAZAR DE SAN JUAN E.C.,"60401","033000140",Y,FS,"130052",,"13600",AD,482288.1639,4360709.209,1,13
"BIF. JESUS-AGUJA KM. 396,7",A0320,"130400117",B,EX,"462508",,"46007",AV,725306.8323,4370474.3754,4,46
P. T. ZARAGOZA SUR,B4044,"120540030",E,EX,"502973",,"50004",AV,675307.1072,4613178.8857,1,50
RIU LLOBREGAT,"71908","022380020",E,EX,"081574",,"08780",AD,918682.0311,4596586.7744,5,8
"AGUJA KM. 23,2",A7223,"022460040",F,FS,"082606",,"08130",AD,932642.4526,4610085.0959,5,8
GUARDIA DE TREMP (APD),"75112","020002062",P,EX,"259046",,"25632",CA,821521.2471,4668356.9282,1,25
NARROS DEL CASTILLO (APD),"34008","011220020",P,EX,"051472",,"05370",AD,327002.7893,4525973.5841,1,5
PUERTO DEL ALTO,"67012","026100040",Y,FS,"502920",,"50490",AD,645788.2099,4566727.1864,1,50
PUEBLA DE VALVERDE,"67203","026100090",T,EX,"441927",,"44450",AD,674905.7493,4453472.6653,1,44
POZO DEL FRAILE,"67204","026100090",Y,FS,"441927",,"44450",AD,678383.6291,4449955.5597,1,44
SARRION,"67205","026100090",T,EX,"442101",,"44460",AD,685403.3198,4446259.5531,1,44
MORA DE RUBIELOS (APT-CGD),"67206","026100090",A,EX,"440103",,"44470",AD,689744.2949,4443223.5859,1,44
LLERENA,"40105","045160020",T,EX,"060747",,"06900",AD,236573.9519,4236469.3252,1,6
FUENTE DEL ARCO (APD),"40107","045160030",P,EX,"060536",,"06980",AD,245881.4691,4227937.1392,1,6
PEDROSO,"40115","045160050",A,EX,"410732",,"41360",AD,256907.7151,4191361.1548,1,41
VILLANUEVA DEL RIO-MINAS,"40119","045160060",E,EX,"410994",,"41350",AD,260765.5004,4171735.0534,1,41
GUITIRIZ,"20314","068000160",A,EX,"270229",,"27300",AD,102135.7316,4792345.1968,1,27
EL PINAR SUR,B1050,"011000150",Y,FS,"471868",,"47008",AD,353256.1246,4603094.9516,1,47
ARCAS REALES P. B.,B1052,"011000150",E,EX,"471868",,"47008",AD,354086.5692,4606478.9716,1,47
P. T . ZARAGOZA NORTE,B4045,"120540040",E,EX,"502973",,"50013",AV,677973.7335,4610877.688,51,50
KM. 399.3,"61011","033200030",F,FS,"300196",,"30530",AD,629411.3336,4237082.6956,1,30
ALFAGEME,"20001","068000040",Y,FS,"240896",,"24009",AD,287064.2101,4717938.5357,1,24
OTERO DE ESCARPIZO (APD),"20101","068000060",Y,FS,"242199",,"24719",AD,249021.1363,4711347.3801,1,24
LA SILVA,"20107","068000070",Y,FS,"242105",,"24367",AD,230881.7399,4721759.2055,1,24
NAVALEO,"20110","068000070",Y,FS,"241703",,"24370",AD,222786.3092,4720815.5448,1,24
ALBARES,"20108","068000070",T,EX,"241703",,"24370",AD,230773.4716,4723270.4673,1,24
VILLAVERDE DE LOS CESTOS (APD),"20112","068000070",Y,FS,"240573",,"24398",AD,214506.7444,4723264.376,1,24
SAN MIGUEL DE LAS DUEÑAS,"20113","068000070",T,EX,"240573",,"24398",AD,210843.447,4720910.3865,1,24
BEMBIBRE,"20111","068000070",T,EX,"240140",,"24300",AD,219288.8019,4723141.136,1,24
BIF. VALCORBA,"39202","022020030",F,FS,"421736",,"42005",AD,547958.9632,4623394.9699,1,42
CORESES (APD),"31009","068200015",Y,FS,"490533",,"49530",AD,281907.1135,4601450.601,1,49
VILAR DE BARRIO,"31210","068220053",T,EX,"320893",,"32702",AD,120086.6113,4678157.2849,1,32
BAÑOS DE MOLGAS,"31211","068220053",T,EX,"320071",,"32701",AD,113568.4779,4686781.6515,1,32
PADERNE CANTOÑA,"31213","068220053",Y,FS,"320551",,"32111",AD,107903.2764,4689194.4522,1,32
BOBORAS (APD),"31305","068220083",Y,FS,"320132",,"32514",AD,77916.555,4711848.9383,1,32
A FRIELA-MASIDE (APD),"31303","068220083",P,EX,"320454",,"32570",AD,86159.863,4707717.0844,1,32
BAKIOLA (APD),"13115","017000160",P,EX,"480097",,"48498",AD,507388.1838,4780472.2979,1,48
ARAKALDO (APD),"13117","017000160",P,EX,"480059",,"48498",AD,504990.7855,4777766.4018,1,48
ABAROA-SAN MIGUEL (APD),"13118","017000170",P,EX,"480157",,"48970",AD,509149.6713,4785900.4668,1,48
LA PEÑA DE BILBAO (APD),"13119","017000170",P,EX,"480209",,"48003",AD,506183.6528,4787474.7317,1,48
AMURRIO IPARRALDE (APD),"13121","017000140",P,EX,"10029",,"01470",AD,500303.6609,4767225.5833,1,1
ZABALBURU (APD),"13205","017200010",P,EX,"480209",,"48003",AD,505469.2322,4789273.8503,1,48
AMETZOLA (APD),"13206","017200020",P,EX,"480209",,"48012",AD,504572.7005,4789094.7224,1,48
SAN MAMES (APD),"13208","017200020",P,EX,"480209",,"48013",AD,504156.0884,4789854.7628,1,48
"KM. 70,136",C0865,"160820110",K,EX,"360176",,"36680",AV,58988.0053,4750758.5188,8,36
LAS MATAS,"10101","011000050",T,EX,"281277",,"28290",AD,424073.7072,4489453.1563,1,28
VILLALBA DE GUADARRAMA,"10200","011000060",E,EX,"280474",,"28400",AD,414742.395,4497782.0802,1,28
"BIF. RUBENA-AG. KM. 377,3",A1112,"011000246",B,EX,"90597",,"09007",AD,448863.0656,4691490.7267,1,9
LA RODA DE ANDALUCIA,"54300","044300070",T,EX,"410824",,"41590",AD,342495.9884,4119569.3579,1,41
BIF.LEON CLAF.,B1501,"061300090",F,FS,"240896",,"24009",AD,288239.0514,4716484.3454,1,24
LUGO DE LLANERA,"15300","061300240",E,EX,"330352",,"33424",AD,272126.5592,4813785.5501,1,33
LEON-CLASIFICACION,"15018","061340020",E,EX,"240896",,"24009",AD,288272.8045,4717780.3599,1,24
BIF. RIO BERNESGA,B1507,"061300070",B,EX,"241054",,"24231",AD,288518.0297,4714020.2237,1,24
LA BAÑEZA,"30216","068060010",A,FS,"240107",,"24750",AD,260523.6772,4686983.0047,1,24
GUILLAREI,"22200","068100040",E,EX,"360558",,"36700",AD,34757.236,4672386.7055,1,36
"GUILLAREI-AG. KM. 0,9",A2240,"068160010",B,EX,"360558",,"36700",AD,34236.9548,4672772.7973,1,36
BIF. CANAL IMPERIAL,B4043,"120500100",B,EX,"502973",,"50013",AV,683701.5237,4604679.2945,1,50
BIF. ARTESA DE LLEIDA,B4100,"120500150",B,EX,"250334",,"25150",AV,808028.5632,4608095.5368,1,25
CERCEDA-MEIRAMA,"31416","068220125",T,EX,"150243",,"15185",AD,57509.9325,4798298.8656,1,15
AGURAIN-SALVATIERRA DE ALAVA,"11212","011000340",T,EX,"010513",,"01200",AD,549911.0364,4743941.1614,1,1
VILLENA,"60902","033300020",A,EX,"031409","Ronda  de la estación, s/n","03400",AD,685604.3294,4278079.0763,1,3
EL PINILLO (APD),"54510","044360030",P,EX,"299018",,"29620",AD,364477.4229,4052661.5129,1,29
ARROYO TAMARGUILLO,"43017","044400020",Y,FS,"410917",,"41092",AD,235935.9007,4147051.1672,1,41
VILLALBA DEL ALCOR,"43010","044400050",Y,FS,"210741",,"21860",AD,191022.579,4144899.494,1,21
LOGROÑO,"81100","017000070",E,EX,"260892","Marques de Larios, nº 1","26007",AD,545969.8385,4700751.1098,1,26
SAN FELICES,"81001","017000090",A,EX,"260717",,"26200",AD,512636.6009,4718810.4556,1,26
HARO,"81002","017000080",T,EX,"260717",,"26200",AD,512368.0846,4714589.9235,1,26
MALUQUE (APD),"70203","022000120",Y,FS,"191898",,"19226",AD,486704.133,4515510.8699,1,19
YUNQUERA DE HENARES,"70202","022000120",A,EX,"193310",,"19210",AD,486227.0615,4510689.7726,1,19
HUMANES DE MOHERNANDO,"70204","022000120",T,EX,"191517",,"19220",AD,488281.1324,4520021.8843,1,19
ESPINOSA DE HENARES,"70207","022000120",A,EX,"191137",,"19292",AD,493838.1247,4528735.8727,1,19
CARRASCOSA DE HENARES (APD),"70208","022000120",P,EX,"191137",,"19292",AD,498809.4683,4528309.7765,1,19
JADRAQUE,"70209","022000120",A,EX,"191569",,"19240",AD,505404.946,4530990.3528,1,19
MATILLAS,"70210","022000120",T,EX,"191749",,"19294",AD,513192.3624,4533643.8876,1,19
ALCUNEZA (APD),"70303","022000140",Y,FS,"192574",,"19250",AD,533532.8418,4550606.9375,1,19
MEDINACELI,"70401","022000150",T,EX,"421139",,"42240",AD,548554.2251,4557262.2506,1,42
MONREAL DE ARIZA (APD),"70405","022000170",P,EX,"501725",,"50291",AD,574522.1361,4572293.9029,1,50
CETINA (APD),"70501","022000180",P,EX,"500819",,"50292",AD,587080.0063,4572125.7598,1,50
RUEDA DE JALON-LUMPIAQUE (APD),"70704","022000210",P,EX,"502284",,"50295",AD,643119.4517,4611139.849,1,50
GRANOLLERS MERCADERIES,"79108","022700060",Y,FS,"80961",,"08402",AD,941063.2083,4618631.9665,1,8
"KM. 305,022 ( ELS COMDALS )","78602","022200050",Y,FS,"81136",,"08243",AD,903101.4867,4627662.4461,1,8
CASTELLGALI,"78603","022200050",Y,FS,"080615",,"08297",AD,903515.2029,4625837.3971,1,8
BIF. RUBENA,B1112,"011000270",B,EX,"093266",,"09199",AD,451618.1169,4692448.6232,1,9
BRIVIESCA,"11109","011000270",E,EX,"090562",,"09240",AD,473786.3731,4710086.0351,1,9
BOBADILLA,"54400","044300100",E,EX,"260316",Plaza de la estación s/n,"29540",AD,346340.954,4100434.6229,1,29
ALMARGEN-CAÑETE LA REAL,"55003","044200020",A,EX,"290108",,"29330",AD,320250.6674,4096893.5014,1,29
RONDA,"55007","044200030",E,EX,"290846","Avda. de la Victoria, 31","29400",AD,306992.4096,4069143.5479,1,29
ESPELUY,"50400","044000090",T,EX,"230320",,"23628",AD,426937.3086,4207265.9698,1,23
MARMOLEJO,"50405","044000110",T,EX,"230597",,"23770",AD,397395.1502,4208560.9071,1,23
HORNACHUELOS,"50505","044000170",T,EX,"140364",,"14740",AD,305709.0818,4183031.9815,1,14
ALUMBRES,"61402","033260020",Y,FS,"300161",,"30203",AD,684090.6804,4164947.1212,1,30
SAN ISIDRO,"05001","044640010",Y,FS,"180877",,"18015",AD,443035.6312,4116567.6341,1,18
VANDELLOS,"65406","036000160",F,FS,"431628",,"43890",AD,825434.4866,4540781.8061,1,43
BIF. VILANOVA,B8801,"022200090",B,EX,"080193",,"08018",AD,933487.3932,4595548.9252,1,8
"ESPELUY-AGUJA KM. 338,8",A5030,"044000070",B,EX,"230618",,"23620",AD,429027.1909,4206362.2177,1,23
FERROL PUERTO,"21011","060008041",G,EX,"150367",,"15401",AD,75798.2471,4827063.4302,1,15
ARENALES,"60403","033000140",Y,FS,"130283",,"13610",AD,496470.355,4356697.7792,1,13
GENOVES (APD),"69001","033420010",P,EX,"461326",,"46894",AD,717861.2849,4316919.959,1,46
MONTABERNER (APD),"69004","033420010",P,EX,"461733",,"46892",AD,717584.2961,4306905.0819,1,46
ALBAIDA (APD),"69006","033420010",P,EX,"460060",,"46860",AD,715379.9413,4302581.252,1,46
AGULLENT (APD),"69007","033420010",P,EX,"460044",,"46890",AD,712564.0246,4300818.3024,1,46
AGRES (APD),"69009","033420020",P,EX,"030036",,"03837",AD,715217.4124,4297151.333,1,3
COCENTAINA (APD),"69010","033420020",P,EX,"030566",,"03820",AD,721428.0726,4292748.4591,1,3
EL ROMANI (APD),"69101","033440010",P,EX,"462331",,"46430",AD,724698.8878,4353638.0985,1,46
SOLLANA,"69102","033440010",T,EX,"462331",,"46430",AD,726053.326,4351046.0697,1,46
SUECA,"69103","033440010",A,EX,"462359",,"46410",AD,732424.0464,4343068.1016,1,46
TAVERNES DE LA VALLDIGNA,"69105","033440020",A,EX,"462384",,"46760",AD,739927.8832,4329199.4546,1,46
ROCA-CUPER (APD),"65001","036000040",P,EX,"461666",,"46133",AD,730044.0974,4378661.0984,1,46
CALAÑAS,"42015","045120040",A,EX,"210176",,"21300",AD,157985.7884,4174274.9097,1,21
MERIDA,"37500","045200120",E,EX,"060830","Cardero, s/n","06800",AD,210162.4499,4313368.9907,1,6
VILA-REAL,"65208","036000080",E,EX,"121359",,"12540",AD,748082.1526,4424362.4025,1,12
CASTELLO DE LA PLANA,"65300","036000090",E,EX,"120402","Pintor Oliet,2","12006",AV,751679.9029,4430622.3415,1,12
LES PALMES,"65301","036000100",T,EX,"120402",,"12004",AD,755867.2095,4434688.4022,1,12
ORPESA,"65304","036000110",T,EX,"120859",,"12594",AD,767676.2563,4442727.7578,1,12
VINAROS,"65312","036000120",E,EX,"121384","Plaza de la estación, s/n","12500",AD,792964.136,4485844.3027,1,12
ULLDECONA-ALCANAR-LA SENIA (APT),"65314","036000130",T,EX,"431567",,"43550",AD,791884.6929,4499624.5542,1,43
LALDEA-AMPOSTA-TORTOSA,"65402","036000140",T,EX,"439044","Arrabal de San Ramon, s/n","43896",AD,805125.1303,4517682.669,1,43
BIF. CALAFAT,B6541,"036000150",F,FS,"431628",,"43890",AD,824333.0551,4539301.6695,1,43
CAMBRILS,"65409","036000170",F,FS,"430385","Avda. Virgen de Montserrat, s/n","43850",AD,840540.6433,4554373.0476,1,43
SALOU,"65410","036000180",F,FS,"439057","Carles Roig,s/n","43840",AD,846911.3274,4555575.8113,1,43
O BARCO DE VALDEORRAS,"20211","068000105",A,EX,"320090",,"32300",AD,172110.8049,4703912.1741,1,32
PUMARES (APD),"20209","068000105",Y,FS,"320179",,"32338",AD,182409.8239,4701907.0662,1,32
VILAMARTIN DE VALDEORRAS,"20212","068000105",T,EX,"320880",,"32340",AD,165789.666,4703468.8357,1,32
BIF. UTRERA,B5103,"044000280",B,EX,"410956",,"41710",AD,249864.1719,4121904.5226,1,41
ERUSTES,"35107","055000110",T,EX,"450605",,"45540",AD,372927.3671,4423211.0781,1,45
A CORUÑA,"31412","068220150",E,EX,"150308","Joaquín Planelles Riera, s/n","15007",AD,61573.6774,4814231.2914,1,15
OS PEARES,"22005","068100010",T,EX,"320599",,"32440",AD,110551.2983,4710747.543,1,32
OURENSE,"22100","068220070",E,EX,"320548","Avda. de Marín, s/n","32001",AV,98625.0321,4700184.7851,1,32
RIBADAVIA,"22102","068100030",T,EX,"320697",,"32400",AD,76289.1366,4695121.0069,1,32
BIF. CHAPELA,A2230,"068100070",B,EX,"360451",,"36800",AD,32834.2406,4696402.9239,1,36
VIGO,"22303","068100080",F,FS,"360577","Plaza estación ferrocarril, s/n","36201",AV,28490.0911,4691626.1758,1,36
"M-CHAMARTIN-AG. KM. 1,5",A0801,"110800010",B,EX,"280796",,"28036",AV,442525.5348,4481302.8185,1,28
BIFURCACIÓN MEDINA,B0740,"110800050",B,EX,"471049",,"47410",AV,359223.4654,4570485.4157,1,47
ALAR DEL REY,"14112","061600020",T,EX,"340053",,"34480",AD,392517.6999,4723545.253,1,34
MAVE (APD),"14113","061600020",P,EX,"340040",,"34492",AD,395561.6807,4730886.974,1,34
POZAZAL,"14201","061600040",T,EX,"390279",,"39200",AD,408438.4859,4752433.7294,1,39
SOPEÑA,"14227","061600040",T,EX,"390279",,"39200",AD,407359.8442,4756009.1509,1,39
PUJAYO (APD.),"14234","061600050",P,EX,"390106",,"39420",AD,411930.8986,4775001.6026,1,39
RIO EBRO (APD),"14233","061600050",P,EX,"390591",,"39200",AD,407536.9685,4761522.1906,1,39
MONTABLIZ,"14205","061600050",T,EX,"390106",,"39420",AD,410692.1491,4772740.8417,1,39
LANTUENO-SANTIURDE,"14203","061600050",T,EX,"390778",,"39490",AD,411727.2907,4767862.4929,1,39
PESQUERA,"14204","061600050",T,EX,"390514",,"39491",AD,412589.5532,4770514.4429,1,39
SANTA CRUZ DE IGUÑA (APD),"14208","061600060",P,EX,"390469",,"39430",AD,415052.1744,4780236.997,1,39
ARENAS DE IGUÑA (APD),"14235","061600060",P,EX,"390041",,"39450",AD,414667.0171,4781902.1285,1,39
MOLLEDO-PORTOLIN (APD),"14207","061600060",P,EX,"390469",,"39430",AD,415506.8533,4777496.0007,1,39
LOMBERA (APD),"14232","061600070",P,EX,"390250",,"39400",AD,413357.7409,4790886.114,1,39
PORQUEROS,"20103","068000060",T,EX,"240938",,"24397",AD,244989.6344,4720965.4147,1,24
VEGA-MAGAZ,"20102","068000060",T,EX,"240938",,"24396",AD,248116.4692,4715759.1919,1,24
S. PEDRO DE LAS HERRERIAS,"31111","068220020",A,EX,"491048",,"49522",AD,219671.7783,4645212.4471,1,49
ROBLEDO DE SANABRIA (APD),"31113","068220020",Y,FS,"491661",,"49300",AD,206167.3836,4653916.919,1,49
LINAREJOS-PEDROSO,"31112","068220020",T,EX,"491103",,"49594",AD,211153.9996,4649762.2367,1,49
CABAÑAS DE ALISTE (APD),"31109","068220020",P,EX,"491769",,"49591",AD,230519.068,4638728.9799,1,49
VILARIÑO DE CONSO-A CAPELA,"31206","068220040",A,EX,"320929",,"32557",AD,149685.6269,4666234.8324,1,32
A MEZQUITA-VILAVELLA,"31204","068220040",A,EX,"320489",,"32549",AD,167335.0747,4662533.5605,1,32
A GUDIÑA,"31205","068220040",T,EX,"320343",,"32540",AD,158052.9902,4664777.5041,1,32
O CARBALLIÑO,"31304","068220083",E,EX,"320198",,"32500",AD,83012.8395,4710142.3556,1,32
MEJORADA DEL CAMPO,"04003","120500020",E,EX,"280843",,"28840",AV,458367.9221,4473002.9422,1,28
LAS INVIERNAS,"04011","120500040",E,EX,"191863",,"19268",AV,525069.2648,4527394.313,1,19
ALCOLEA DEL PINAR,"04013","120500040",E,EX,"190117",,"19260",AV,539807.1413,4538008.7946,1,19
ARIZA-A.V.,"04018","120500060",E,EX,"500153",,"42269",AV,577931.1758,4564256.54,1,50
ALHAMA DE ARAGON- A.V.,"04020","120500060",E,EX,"500205",,"50230",AV,591576.4795,4570724.1235,1,50
RICLA-A.V.,"04026","120500070",E,EX,"502259",,"50270",AV,633066.8588,4598368.639,1,50
PINA DE EBRO-A.V.,"04046","120500120",E,EX,"502088",,"50750",AV,706734.8263,4600737.665,1,50
BUJARALOZ,"04048","120500120",E,EX,"502088",,"50750",AV,720746.1028,4601322.3411,1,50
BALLOBAR,"04052","120500130",E,EX,"220469",,"22234",AV,759141.574,4606925.7341,1,22
MONTAGUT-A.V.,"04055","120500140",E,EX,"250117",,"25180",AV,791199.6043,4614570.6351,1,25
EL SEGRE,"04100","120500150",E,EX,"251207",,"25192",AV,800206.5474,4611943.5591,1,25
LESPLUGA DE FRANCOLI-A. V.,"04102","120500178",E,EX,"430542",,"43440",AV,841150.2076,4591795.5934,51,43
GUADIANA,"37604","045200157",A,EX,"60153",,"06009",AD,180138.5428,4314596.9662,1,6
ARAVACA (APD),"10001","019100040",P,EX,"280796",,"28023",AD,433385.8498,4477825.14,1,28
MAJADAHONDA (APD),"10007","019100050",P,EX,"280800",,"28221",AD,428264.428,4480746.9235,1,28
EL BARRIAL-C.COM.- POZUELO (APD),"10010","019100050",P,EX,"280796",,"28023",AD,431511.5277,4479714.9055,1,28
LOS PEÑASCALES,"10102","011000060",Y,FS,"281277",,"28290",AD,423470.7796,4490474.1263,1,28
LA GRANJUELA - KM. 45.9,"00003","045280010",Y,FS,"140327",,"14207",AD,295536.2183,4249168.709,1,14
SESTAO,"13401","017200070",T,EX,"480849",,"48910",AD,500490.8,4795067.0112,1,48
EL CARPIO,"32002","011200005",T,EX,"470357",,"47470",AD,322744.9969,4564829.4113,2,47
CANTALPINO,"32005","011200030",T,EX,"370824",,"37405",AD,306848.7396,4554419.5193,1,37
ALDEHUELA DE LA BOVEDA,"33006","011200070",T,EX,"370251",,"37460",AD,242646.6774,4526727.0601,1,37
SANCTI-SPIRITUS,"33011","011200080",T,EX,"372796",,"37470",AD,212777.6652,4513133.9714,1,37
ESPEJA,"33015","011200090",T,EX,"371279",,"37497",AD,184170.8279,4496524.6385,1,37
VILLAGARCIA DE LA TORRE,"40104","045160020",Y,FS,"061507",,"06950",AD,229335.119,4242073.2405,1,6
FIGUERES-VILAFANT,"04307","120500290",E,EX,"172214",Avinguda Puig Grau s/n,"17740",AV,990227.5782,4696284.7924,5,17
VILOBI DONYAR,"04304","120500277",E,EX,"172333",,"17185",AV,978507.6965,4653275.3201,5,17
LLINARS-A. V.,"04302","120500255",E,EX,"081069",,"08450",AV,951546.3248,4625047.4706,5,8
EL CAÑAMO (APD),"50704","044000200",P,EX,"410819",,"41309",AD,240553.5036,4152722.5095,5,41
RIERA DE CALDES,"72506","022460025",T,EX,"082606",,"08130",AD,931531.9772,4609516.5653,5,8
LA SAGRERA-MERIDIANA (APD),"78806","022200090",P,EX,"080193",,"08027",AD,933500.5152,4598791.0871,5,8
BELLATERRA,"72505","022460015",O,EX,"082055",,"08173",AD,924613.2889,4604896.1613,5,8
BIF. NUDO MOLLET,"72507","022460025",B,EX,"082606",,"08130",AD,933999.9557,4610257.5254,5,8
AEROPUERTO DE BARAJAS,"98302","020002001",F,FS,"280796",,"28042",AD,451248.1651,4480125.0101,1,28
"AGUJA KM. 645,0","79003","120500255",B,EX,"081363",,"08170",AV,938742.3798,4613674.7141,5,8
INTXAURRONDO (APD),"11522","011000430",P,EX,"200697",,"20015",AD,584962.0069,4796896.3877,7,20
ZARAGOZA-GOYA (APD),"70807","022000270",P,EX,"502973",,"50006",AD,675624.879,4612389.0201,7,50
HUERCAL-VIATOR,"56310","044100100",T,EX,"040524",,"04230",AD,550240.6578,4082095.9482,1,4
PIÑAR,"57002","044160020",T,EX,"181591",,"18568",AD,462447.4865,4139359.3543,1,18
CORTES DE LA FRONTERA,"55012","044200040",T,EX,"290461",,"29391",AD,291330.4276,4052742.2794,1,29
MIRAFLORES LA LINEA,"55023","040004201",Y,FS,"110337",,"11360",AD,283523.027,4009031.3228,1,11
ZARZALEJO,"10204","011000080",T,EX,"281837",,"28293",AD,401926.3115,4488208.6989,1,28
LA SILVOTA,"15216","061300230",Y,FS,"330352",,"33424",AD,272840.7118,4811715.2635,1,33
VALENCIA PUERTO,"65012","030006002",F,FS,"462508",,"46011",AD,730203.5439,4371457.6218,2,46
HERVAS,"30007","05999FS20",F,FS,"100968",,"10700",AD,256914.2117,4461688.7868,1,10
"AGUJA KM. 5,7",A9101,"055040010",F,FS,"451967",,"45260",AD,423813.4834,4427915.5187,1,45
"CERCEDA-MEIRAMA-AG. KM. 000,729",A3140,"068260005",B,EX,"150243",,"15185",AD,57058.4417,4797955.1285,1,15
