nombre,cod_depend,cod_tramo,cod_tipo_d,cod_estado,cod_munici,direccion,codigo_pos,cod_titula,utm_x,utm_y,v_desde,id_provinc
SAN CLODIO,"05135","087400040",P,EX,"150618",,"15330",AD,107031.1497,4845771.1978,16,15
SAN COSME,"05253","087400100",P,EX,"330215",,"33150",AD,237585.2103,4826357.6394,16,33
SAN CRISTOBAL,"05269","087400100",P,EX,"330349",,"33700",AD,224113.9461,4827253.5973,16,33
SAN ESTEBAN,"05329","087620020",E,EX,"330390",,"33130",AD,250629.493,4826748.5593,16,33
SAN FELIZ,"05776","087900010",E,EX,"240763",,"24891",AD,292061.7898,4728675.0793,16,24
SAN MARTIN,"05436","087520080",P,EX,"330609",,"33950",AD,287788.2419,4795046.1238,16,33
SAN MARTIN DE LUIÑA,"05251","087400100",P,EX,"330215",,"33150",AD,239173.2576,4826348.5757,16,33
SAN PEDRO DE NORA,"05306","087600005",P,EX,"330447",,"33119",AD,260297.7505,4806018.3352,16,33
SAN PEDRO DE RUDAGÜEÑA,"05627","087700120",E,EX,"390015",,"39526",AD,406861.2812,4801558.0281,16,39
SAN RANON,"05327","087620020",P,EX,"330518",,"33120",AD,250900.431,4822772.5778,16,33
SAN ROMAN,"05321","087620010",E,EX,"330100",,"33829",AD,251017.2697,4815252.3457,16,33
SAN SADURNIÑO,"05115","087400020",E,EX,"150768",,"15560",AD,89749.707,4834002.796,16,15
SAN SALVADOR,"05659","087800040",P,EX,"390422",,"39724",AD,434896.7813,4804848.8702,16,39
SAN VICENTE,"05432","087520080",P,EX,"330609",,"33950",AD,284772.0613,4796339.1368,16,33
SAN VICENTE DE LA BARQUERA,"05645","087700110",E,EX,"390801",,"39540",AD,386205.9243,4802610.7184,16,39
SAN XOAN,"05102","087400010",P,EX,"150367",,"15405",AD,78395.4992,4828954.3344,16,15
SANDICHE,"05319","087620010",P,EX,"330100",,"33829",AD,252311.5599,4812621.3267,16,33
SANTA AGUEDA,"05459","087800090",E,EX,"480209",,"48013",AD,502199.2475,4789895.0512,16,48
SANTA ANA - SOTO,"05384","087640070",P,EX,"330024",,"33686",AD,284893.1457,4782511.0869,16,33
SANTA CRUZ,"05376","087640060",P,EX,"330371",,"33600",AD,274317.9839,4786323.1816,16,33
SANTA ICIA,"05103","087400010",P,EX,"150546",,"15572",AD,79570.3931,4829464.5606,16,15
VEGA DE ANZO,"05315","087620010",E,EX,"330267",,"33820",AD,256559.625,4808435.2164,16,33
VEGADEO PUEBLO,"05197","087400090",P,EX,"330175",,"33760",AD,172395.7225,4821321.0545,16,33
VEGARROZADAS,"05229","087500010",P,EX,"330169",,"33450",AD,258044.6825,4826382.5797,16,33
VIDIAGO,"05575","087700100",P,EX,"330365",,"33500",AD,364537.6225,4806219.9227,16,33
VILAVEDELLE,"05199","087400090",P,EX,"330175",,"33778",AD,173653.6879,4823289.2625,16,33
VILLA ROMANA,"05796","087900010",P,EX,"242225",,"24193",AD,289974.7158,4722806.8661,16,24
VILLAHORMES,"05561","087700090",P,EX,"330365",,"33593",AD,345948.1517,4811654.9227,16,33
VILLAMAYOR,"05535","087700060",E,EX,"330498",,"33583",AD,313438.5132,4803710.0579,16,33
VILLAPEDRE,"05279","087400100",P,EX,"330411",,"33793",AD,205498.5997,4827979.6084,16,33
VILLAQUILAMBRE,"05777","087900010",P,EX,"242225",,"24193",AD,290633.8855,4724762.343,16,24
VILLASINTA,"05785","087900010",P,EX,"242225",,"24193",AD,291055.8003,4725933.9893,16,24
VILLAVERDE DE PONTONES,"05673","087800050",P,EX,"390627",,"39794",AD,443033.029,4806725.758,16,39
VILLAVERDE DE TRUCIOS,"05493","087800070",P,EX,"480084",,"48879",AD,479664.2573,4787639.6099,16,48
VILLAVERDE TARILONTE,"05751","087900070",P,EX,"341718",,"34870",AD,362201.8428,4742018.322,16,34
VIRGEN DE LA PEÑA,"05633","087700120",E,EX,"390128",,"39500",AD,403220.9492,4797387.225,16,39
VIRXE DO MAR,"05104","087400010",P,EX,"150546",,"15572",AD,79155.4471,4829129.6815,16,15
VISTA ALEGRE,"05955","083600010",P,EX,"300161",,"30202",AD,681464.6964,4164457.278,16,30
VIVEIRO,"05155","087400060",E,EX,"270667",,"27850",AD,129049.3773,4844082.8784,16,27
VIVEIRO APD,"05156","087400060",P,EX,"270667",,"27850",AD,129734.2311,4844709.9848,16,27
XIVARES,"05208","087500045",P,EX,"330143",,"33430",AD,279629.1207,4827284.713,16,33
XIXUN,"05410","087520040",P,EX,"330668",,"33510",AD,281773.1977,4805569.5593,16,33
XOVE,"05161","087400060",E,EX,"270253",,"27870",AD,137633.105,4846265.2191,16,27
XOVE POBO,"05159","087400060",P,EX,"270253",,"27870",AD,136403.1867,4846618.6829,16,27
XUANCES,"05157","087400060",P,EX,"270253",,"27870",AD,132967.1933,4847313.7351,16,27
XUVIA,"05107","087400010",E,EX,"150546",,"15578",AD,82818.3548,4831212.7004,16,15
YUGUEROS,"05762","087900040",P,EX,"240687",,"24870",AD,321753.2766,4741994.2155,16,24
SANTA ISABEL DE QUIJAS,"05625","087700120",P,EX,"390605",,"39538",AD,409909.044,4801289.3316,16,39
SANTA MARIA DE MERA,"05131","087400040",P,EX,"150618",,"15330",AD,103452.9164,4843750.263,16,15
SANTA MARINA,"05261","087400100",P,EX,"330215",,"33150",AD,233020.1167,4827495.6175,16,33
SANTIAGO DEL MONTE,"05231","087500010",E,EX,"330693",,"33126",AD,255358.4749,4825333.5269,16,33
SANTIBAÑEZ DE LA PEÑA,"05752","087900070",E,EX,"341718",,"34879",AD,357586.9382,4740305.938,16,34
SEBARES,"05537","087700060",E,EX,"330498",,"33530",AD,317116.6132,4803534.1902,16,33
SEDES,"05111","087400020",P,EX,"150546",,"15578",AD,84707.5474,4833926.8296,16,15
SENRA,"05137","087400040",P,EX,"150618",,"15330",AD,108613.2497,4846551.0613,16,15
SIERRA MINERA,"05967","083600010",P,EX,"300413",,"30360",AD,688439.9258,4165780.2995,16,30
SODUPE,"05467","087800080",E,EX,"480451",,"48830",AD,495904.1079,4783248.1834,16,48
SOLARES,"05665","087720010",E,EX,"390422",,"39724",AD,440751.8035,4804068.4183,16,39
SONCILLO,"05738","087900090",P,EX,"094136",,"09572",AD,431150.5587,4761807.5489,16,9
SORRIBA,"05790","087900050",P,EX,"240567",,"24800",AD,325982.5163,4739275.0661,16,24
SOTIELLO,"05405","087520010",E,EX,"330241",,"33392",AD,279607.0527,4820758.2626,16,33
SOTO DE DUEÑAS,"05539","087700060",E,EX,"330450",,"33540",AD,319556.7276,4802994.0951,16,33
SOTO DE LUIÑA,"05255","087400100",E,EX,"330215",,"33150",AD,238753.3452,4828032.5285,16,33
SOTO DEL BARCO,"05233","087500010",E,EX,"330693",,"33126",AD,251795.3726,4824150.6978,16,33
SOTO UDRION,"05308","087600005",P,EX,"330447",,"33100",AD,259717.6588,4804674.2205,16,33
SOTOSCUEVA,"05734","087900090",P,EX,"92156",,"09568",AD,443938.177,4766064.9821,16,9
SOTRONDIO,"05437","087520080",E,EX,"330609",,"33950",AD,288629.2923,4794769.0917,16,33
SUEROS (HUNOSA),"05367","087640040",G,EX,"330371",,"33600",AD,273999.9398,4793137.2904,16,33
TABLIZO,"05265","087400100",P,EX,"330215",,"33150",AD,229255.0731,4827145.8688,16,33
TAPIA,"05293","087400090",P,EX,"330707",,"33740",AD,184121.0311,4827647.5275,16,33
TERMICA VELILLA,"05779","087940010",G,EX,"340800",,"34880",PA,348590.2458,4741355.4255,16,34
TOL,"05295","087400090",P,EX,"330175",,"33760",AD,180630.7685,4826951.2038,16,33
TORAÑO,"05547","087700070",E,EX,"330450",,"33587",AD,328534.8453,4808769.2188,16,33
TORRELAVEGA CENTRO,"05621","087700130",E,EX,"390876",,"39300",AD,414805.222,4800349.0004,16,39
TRASLAVIÑA,"05487","087800070",E,EX,"480865",,"48190",AD,483899.9953,4786747.2203,16,48
TRASONA,"05217","087500030",E,EX,"330208",,"33416",AD,267818.7417,4826113.6227,16,33
TRECEÑO,"05641","087700110",E,EX,"390916",,"39593",AD,393867.9602,4797006.5355,16,39
TREMAÑES CARREÑO,"05203","087500055",P,EX,"330241",,"33211",AD,282256.9297,4823048.4154,16,33
TREMAÑES LANGREO,"05403","087520010",P,EX,"330241",,"33211",AD,282580.9521,4822888.4432,16,33
TRETO,"05683","087800050",E,EX,"390092",,"39760",AD,461985.3949,4804688.6596,16,39
TRUBIA,"05311","087600015",E,EX,"330447",,"33100",AD,259472.7532,4803803.1818,16,33
TUILLA,"05421","087520060",E,EX,"330313",,"33909",AD,285700.9288,4800645.7343,16,33
UDALLA,"05689","087800060",P,EX,"390588",,"39840",AD,463871.0351,4795748.8925,16,39
UJO TARUELO,"05375","087640060",E,EX,"330371",,"33600",AD,273484.0537,4786867.9327,16,33
UNGO NAVA,"05722","087900090",P,EX,"094108",,"09580",AD,478352.0518,4777684.3423,16,9
UNQUERA,"05649","087700100",E,EX,"390955",,"39594",AD,377303.4576,4803563.5685,16,39
VADO-CERVERA,"05749","087900070",E,EX,"340679",,"34844",AD,377879.2699,4744050.7045,16,34
VALCUENDE,"05757","087900050",P,EX,"241839",,"24882",AD,342120.6109,4736564.893,16,24
VALDECILLA LA MARGA,"05602","087700140",P,EX,"390759",,"39011",AD,432966.7776,4811426.3258,16,39
VALDEPIELAGO,"05797","087900030",P,EX,"241797",,"24847",AD,303680.9872,4748616.5504,16,24
VALDERILLA,"05807","087900020",P,EX,"240763",,"24891",AD,292880.8415,4732815.279,16,24
VALDESOTO,"05416","087520040",P,EX,"330668",,"33510",AD,284566.2201,4804054.0773,16,33
VALDREDO,"05257","087400100",P,EX,"330215",,"33157",AD,236473.9724,4828892.6399,16,33
VALLE DE LAS CASAS,"05760","087900050",P,EX,"240520",,"24892",AD,330554.472,4737119.1322,16,24
VALLE REAL,"05652","087800020",P,EX,"390165",,"39609",AD,431979.6998,4808628.0247,16,39
VALLOBIN,"05300","087600005",P,EX,"330447",,"33012",AD,267871.9835,4805365.2197,16,33
"CAN TUNIS AGUJA KM. 18,3",B7193,"022380020",B,EX,,,,AD,923707.5954,4589805.4257,56,8
BIF. PUERTO CABANYAL,B6500,"036000035",B,EX,"462508",,"46012",AD,728834.7052,4369210.5562,1,46
CIUDAD REAL-MIGUELTURRA,"94005","045220020",T,EX,"130564",,"13170",AD,422446.8413,4314003.9705,1,13
BARNA.-EST. DE FRANÇA,"79400","022000585",E,EX,"080193","Avda. Marqués de Argentera, s/n","08003",AD,933625.158,4594425.3442,2,8
BIF. AIGÜES,B7901,"022700010",B,EX,"080193",,"08033",AD,933673.6521,4602378.4973,1,8
LA LLAGOSTA,"79011","022700030",A,EX,"081056",,"08120",AD,933988.5058,4608492.2517,1,8
MONTCADA I REIXAC,"79005","022700020",T,EX,"081252",,"08110",AD,933190.254,4605519.7483,1,8
CELLERS-LLIMIANA (APD),"75111","020002062",P,EX,"259046",,"25632",CA,821305.5802,4663588.1833,1,25
LAS VILLAS DE BENICASSIM,"65303","036000110",Y,FS,"120287",,"12560",AD,763334.7407,4438662.0435,1,12
RIU MILANS,"73022","022000440",E,EX,"431763",,"43430",AD,837055.6649,4591830.2626,1,43
CADRETE,"67003","026100020",Y,FS,"502973",,"50012",AD,669528.5042,4603651.6929,1,50
CAUDE-TABLARES,"67108","026100080",Y,FS,"442160",,"44396",AD,653162.4552,4474807.7678,1,44
TORAS-BEJIS,"67209","026100100",Y,FS,"121140",,"12431",AD,697923.6939,4424496.0891,1,12
ALGAR DE PALANCIA,"67218","026100120",T,EX,"460288",,"46593",AD,725472.7377,4405788.6443,1,46
ALGIMIA-CIUDAD (APD),"67216","026100120",P,EX,"460305",,"46148",AD,725683.0454,4403657.5243,1,46
ALGIMIA DE ALFARA-TORRES-TORRES,"67220","026100120",Y,FS,"460305",,"46148",AD,725575.4965,4402876.4372,1,46
SOL (APD),"18101","033000010",E,EX,"280796",,"28013",AD,440348.3597,4474270.9976,1,28
VILLAR DE CHINCHILLA,"60702","033000195",Y,FS,"020292",,"02520",AD,630931.2915,4307448.4041,1,2
HUELVES (APD),"66008","033100030",F,FS,"161087",,"16465",AD,509771.3005,4432604.1772,1,16
VELLISCA (APD),"66010","033100030",F,FS,"162407",,"16510",AD,517350.9555,4440230.2754,1,16
CARACENILLA (APD),"66012","033100040",F,FS,"161126",,"16500",AD,536793.7683,4444887.6037,1,16
CASTILLEJO DEL ROMERAL (APD),"66013","033100040",F,FS,"161126",,"16500",AD,542007.2676,4443092.3896,1,16
CUEVAS DE VELASCO (APD),"66014","033100040",F,FS,"169106",,"16542",AD,550372.3797,4445178.7496,1,16
VILLAR DEL SAZ DE NAVALON (APD),"66015","033100040",F,FS,"169041",,"16194",AD,554685.8214,4446735.8125,1,16
CHILLARON (APD),"66016","033100040",F,FS,"160231",,"16190",AD,566394.5421,4439463.9523,1,16
KM. 157.7,"66101","033100050",F,FS,"160783",,"16193",AD,577540.4987,4431324.9233,1,16
CAN TUNIS-A. V.,A0660,"120660010",E,EX,"081017",,"08908",AV,928050.6604,4589558.607,1,8
BIF. ARCHIDONA,B0101,"140360030",B,EX,"290173",,,AV,374220.2308,4109308.7371,39,29
SANT GUIM DE FREIXENET (APD),"78501","022200030",P,EX,"251924",,"25270",AD,868110.863,4621021.8772,1,25
SANT VICENÇ DE CASTELLET,"78604","022200050",E,EX,"082628",,"08295",AD,904851.9244,4624433.816,1,8
MANRESA,"78600","022200040",E,EX,"081136",,"08241",AD,901515.021,4629999.7322,1,8
LES FRANQUESES DEL VALLES,"77100","022220020",E,EX,"080863",,"08520",AD,941135.6587,4622234.9444,1,8
CAMBIADOR PLASENCIA DE JALÓN,"70715","120520010",C,EX,"502112",,"50296",AV,647439.8424,4617579.0233,1,50
PARQUE PRINCIPADO,"05504","087700010",P,EX,"330447",,"33010",AD,272483.7736,4807577.896,16,33
PEDROSA,"05735","087900090",E,EX,"092169",,"09574",AD,439871.6511,4762448.1953,16,9
PEDROSO DE NARON,"05113","087400020",P,EX,"150546",,"15597",AD,87169.6775,4833106.6181,16,15
PEDRUN,"05772","087900020",P,EX,"240763",,"24891",AD,294957.9287,4740633.2575,16,24
PENDUELES,"05577","087700100",E,EX,"330365",,"33500",AD,367984.6872,4805717.7308,16,33
PEÑAFLOR DE GRADO,"05316","087620010",P,EX,"330267",,"33820",AD,253399.5272,4810065.2234,16,33
PEÑAULLAN,"05237","087500010",P,EX,"330518",,"33127",AD,249820.2224,4820014.5873,16,33
PERLORA,"05209","087500045",E,EX,"330143",,"33430",AD,277623.0437,4829021.8205,16,33
PESUES,"05647","087700110",P,EX,"390955",,"39594",AD,380082.5723,4803002.3412,16,39
PIEDRAS BLANCAS,"05227","087500010",E,EX,"330169",,"33450",AD,259664.5704,4826913.7833,16,33
PINTUELES,"05531","087700050",P,EX,"330498",,"33530",AD,306804.5221,4803540.1575,16,33
PINZALES,"05407","087520020",E,EX,"330241",,"33393",AD,280085.0339,4818436.4785,16,33
PIÑEIROS,"05105","087400010",P,EX,"150546",,"15572",AD,80945.5108,4830465.5172,16,15
PIÑERA-VILLAORIL,"05281","087400100",P,EX,"330411",,"33710",AD,202231.3836,4826894.3792,16,33
PIÑERES,"05383","087640070",E,EX,"330024",,"33685",AD,281789.0935,4782732.8437,16,33
POLA DE SIERO,"05513","087700030",E,EX,"330668",,"33510",AD,284153.961,4807356.4972,16,33
POLICLINICO,"05542","087700060",P,EX,"330450",,"33540",AD,322903.8191,4805210.1098,16,33
PONTE MERA,"05133","087400040",E,EX,"150618",,"15330",AD,104728.0649,4846464.21,16,15
POO,"05569","087700090",P,EX,"330365",,"33500",AD,355718.2918,4809458.164,16,33
POSADA,"05563","087700090",E,EX,"330365",,"33500",AD,349040.2143,4809700.008,16,33
PRADO DE LA GUZPEÑA,"05759","087900050",P,EX,"241187",,"24893",AD,334186.6195,4738737.1105,16,24
PRAVIA,"05325","087400110",E,EX,"330518",,"33120",AD,248508.5322,4820029.5291,16,33
PUENTE AGÜERO,"05672","087800050",P,EX,"390400",,"39719",AD,441751.2139,4806200.8094,16,39
VALLADA (APD),"64004","033000246",P,EX,"462515",,"46691",AD,700681.8852,4309485.4907,38,46
HUELVA-MERCANCIAS (APD),"43024","044400060",Y,FS,"210412",,"21007",AD,152640.5621,4131104.2858,1,21
MOYRESA CGD,A6142,"033260020",G,EX,"300161",,"30202",AD,680479.5692,4164923.449,1,30
REDONDELA-PICOTA (APD),"23000","068240004",P,EX,"360388",,"36800",AD,37651.511,4696880.93,1,36
LOS CORROS,"05515","087700040",P,EX,"330404",,"33520",AD,289247.943,4805949.7949,16,33
BIF. ARCADE,B2300,"068240006",B,EX,,,,AD,37773.5956,4702681.767,15,36
BIF. BENALUA,B6406,"033300045",B,EX,,,,AD,715706.3086,4248870.181,20,3
BIF. ALACANT,B6405,"033360045",B,EX,,,,AD,716732.3758,4247104.0828,20,3
C. DE R.,D3546,"055020004",R,EX,,,,AD,152819.7002,4368490.7182,20,6
KM 32.135,C3600,"055100018",K,EX,,,,AV,208462.0074,4343814.5791,20,6
BIF. SAN AMARO,B2301,"068240025",B,EX,,,,AV,35599.7713,4719086.7649,20,36
BIF. ONZONILLA,B1513,"061300070",B,EX,,,,AD,288977.907,4712683.786,20,24
BASE DE MONTAJE ALBACETE,Z1302,"130420020",Z,EX,,,,AV,594363.574,4323507.9216,20,2
FASA-RENAULT,XX001,"010001003",O,EX,"342257",,"34190",AD,375552.7402,4646016.3917,1,34
DAVID FERNANDEZ GRANDE(CGD),"22310","068100070",G,EX,,,,AD,34627.5472,4697300.7089,21,36
MURADAS(CGD),"22301","068100070",G,EX,"360451",,"36800",AD,34182.727,4697172.5415,21,36
"P.K.274,305(FRONTERA)",C7931,"022700155",K,EX,,,,AV,1006690.5066,4716469.5328,17,17
"P.K.274,305(FRONTERA)",C7932,"022740015",F,FS,,,,AD,1006723.0142,4716479.6127,17,17
CARRIL,"23200","068180010",Y,FS,,,,AD,26860.6074,4733458.579,21,36
LOGROSAN,F0505,"05999FS80",F,FS,,,,AD,285969.0086,4357521.7383,21,10
CAMPOLUGAR,F0520,"05999FS80",F,FS,"100377",,,AD,264946.2096,4333472.8536,21,10
MADRIGALEJO,F0521,"05999FS80",F,FS,"101127","PLAZA DE ESPAÑA, 1","10110",AD,272696.199,4339055.5413,21,10
ZORITA LAVADERO,F0522,"05999FS80",F,FS,"102198",,"10130",AD,282434.9244,4346896.8566,21,10
LA SAGRERA,E1210,12C200080,E,EC,,,,AV,934051.4329,4598695.3138,21,8
ALBACETE,E1330,13C310020,E,EC,,,,AV,599816.6492,4317509.8374,21,2
VILLENA,E1340,13C310028,E,EC,,,,AV,685096.4829,4272983.7719,21,2
ALICANTE TÉRMINO,E1345,13C310050,E,EC,,,,AV,718870.0006,4247018.2282,21,3
GUADALUPE,F0523,"05999FS76",F,FS,"100876",pk. 80/831 al 81/225 Línea de Construcción Abandonada Calera y Chozas a Logrosan,"10140",AD,300499.2177,4369290.6411,22,10
PK. 1.927,C7510,"022060004",K,EX,,,,CA,804120.8244,4614101.1315,22,25
BIF. REDONDELA,B2230,"068240004",B,EX,,,,AV,37984.8859,4697632.652,22,36
DODRO,"23020","068240042",T,EX,,,,AV,30222.658,4743741.4529,22,15
BIF. ANGUEIRA,B2302,"068240043",B,EX,,,,AV,38469.5173,4753442.7057,22,15
VIGO URZAIZ,"08223","068500010",E,EX,,,,AV,28522.0129,4691639.8425,22,36
PADRON BARBANZA,"23021","068240043",T,EX,,,,AD,37227.6876,4752018.3401,22,15
REDONDELA AV,"08224","068500010",E,EX,,,,AD,37928.1221,4696593.9259,22,36
PUERTOLLANO,"37700","140100095",E,EX,"130718",,"13500",AV,403325.4888,4283119.7532,22,13
PINAR DE ANTEQUERA,A8014,"110800080",Y,EX,"471868",,"47008",AV,354000.9767,4606015.5069,24,47
DUEÑAS AV,"08014","110800100",E,EX,"471868",,"47008",AV,373481.9072,4634020.7291,24,34
JARDINES DE HERCULES (APD),"51113","044000260",P,EX,,,,AD,237396.7763,4135903.0501,24,41
BIF. ARROYO DE LA GOLOSA,B3200,"011200003",B,EX,,,,AD,334990.6063,4571925.3441,24,47
BIF. VILLAMURIEL DE CERRATO,B1401,"011560010",B,FS,,,,AD,376291.9748,4648356.8074,24,34
"PK. 1,927",A7510,"022060002",K,EX,,,,AD,804131.8132,4614118.5588,24,25
BIF. CLASIFICACION,B0826,"061300093",B,EX,,,,AD,288294.7733,4717238.7514,24,24
BIF. CANAL DUERO,B0810,"110800090",B,EX,,,,AV,360141.014,4617212.3204,24,47
BIF. VENTA DE BAÑOS,B0814,"110800110",B,EX,,,,AV,376900.2819,4642695.8456,24,34
BIF. CERRATO,B0817,"110840010",B,EX,,,,AV,377398.3229,4646949.5146,24,34
BIF. LAS BARRERAS,B0818,"110840030",B,EX,,,,AV,351608.6513,4673515.5898,24,34
VILLADA AV,"08203","110840040",E,EX,,,,AV,338380.1711,4681667.3121,24,34
BIF. LAS ARENAS,B0819,"110840050",B,EX,,,,AV,323574.4007,4695814.7346,24,24
BIF. VILECHA,B0823,"110840060",B,EX,,,,AV,289262.9868,4711866.8017,24,24
BIF. CAMB. VILECHA,A0823,"110840070",B,EX,,,,AV,289016.6132,4712489.3868,24,24
BIF. ESTADIO MUNICIPAL,B0824,"110840080",B,EX,,,,AV,288327.4151,4717765.7528,48,24
AZUQUECA PUERTO SECO (CGD),"70113","022000110",G,EX,,,,AD,478516.7388,4491150.7731,24,19
CAMBIADOR VILLAMURIEL,"08201","111580010",C,EX,,,,AV,376513.4684,4648173.9004,24,34
CAMBIADOR VILECHA,"08205","111860010",C,EX,,,,AV,288753.6394,4713304.5723,24,24
CAMBIADOR CLASIFICACION,"08206","111800010",C,EX,,,,AV,288310.7812,4717580.6738,24,24
SOTO DEL HENARES(APD),"70112","022000075",P,EX,,,,AD,462641.06,4479347.3751,24,28
BIF. LAS PAJARERAS,B0813,"110800100",B,EX,,,,AV,360659.3717,4618121.4026,24,47
MIRASIERRA-PACO DE LUCIA (APD),"97200","011000010",P,EX,"280796",,"28034",AD,439842.0128,4483465.4302,25,28
KM. 3.012 LIM ADIF-FORD,A6410,"033480003",K,EX,,,,AD,721916.1239,4356209.8639,25,46
KM. 6.7 LIM ADIF-PTO VALENCIA,A6504,"036020013",K,EX,,,,AD,729213.7589,4368773.8739,25,46
KM. 7.1 LIM ADIF-PTO VALENCIA,A6505,"036060023",K,EX,,,,AD,729487.1175,4368449.8066,25,46
KM. 1.717 LIM ADIF-PUERTO SEVILLA,A5110,"044520005",K,EX,,,,AD,236434.0603,4136381.6609,25,41
KM. 0.450 LIM ADIF-ARCELOR,A1650,"061480003",K,EX,,,,AD,267840.2478,4823341.053,25,33
KM. 6.135 LIM ADIF-UNION FENOSA,A3142,"068260013",K,EX,,,,AD,55269.1214,4794149.527,25,15
CAMBIADOR DE ZAMORA,"08243","168860010",F,FS,,,,AV,270836.7769,4599392.0295,25,49
MEDINA DEL CAMPO AV,"08240","169820010",E,EX,,,,AV,338935.5729,4572853.7284,25,47
PAET TORO AV,"08242","169820020",E,EX,,,,AV,298560.3852,4594366.6248,25,49
BIF. CORESES,B0840,"169820030",B,EX,,,,AV,280541.2962,4601472.1917,25,49
LA NAVA-TARAZONA,"83008","022020030",F,FS,,,,AD,595019.8081,4640008.322,1,42
CAMB. MEDINA DEL CAMPO AV,"08241","161900010",C,EX,,,,AV,338007.0788,4572993.6243,25,47
AG. A5 TUILLA,A1703,"087520060",B,EX,,,,AD,283022.88,4798930.6634,30,33
P.C. TREMAÑES 1,A1985,"087500055",B,EX,,,,AD,282615.4573,4823300.83,30,33
P.C. TREMAÑES 2,A1986,"087520010",B,EX,,,,AD,282684.7039,4822984.6112,30,33
AGUJA SUEROS PK 17.5,C5259,"087640040",B,EX,,,,AD,273655.0423,4793611.9682,30,33
AGUJA SUEROS PK 18.5,C5260,"087640040",B,EX,,,,AD,274082.533,4792781.9174,30,33
LA BARCA,"16502","061480003",Y,FS,,,,AD,267920.2116,4823278.7774,1,33
KM 5.900,C6017,"033000217",F,FS,,,,AD,682105.4582,4294361.617,29,3
AZVISA CENTRO LOGÍSTICO,XX018,"040004443",T,EX,,,,AD,245244.055,4140647.4117,29,41
CEPSA FACTORIA,XX017,"020002011",A,EX,,,,AD,685300.8346,4640982.827,29,50
KM. 273.390,C2011,"068000095",K,EX,,,,AD,185024.0305,4711626.6831,31,32
KM. 529.1,C1125,"011000345",K,EX,,,,AD,561951.5865,4746271.5839,31,1
BIF. JESUS,B0323,"130400115",B,EX,,,"46026",AV,725248.0902,4370216.1355,33,46
BIF. JOAQUIN SOROLLA-UIC,A6422,"036000007",B,EX,,,"46026",AV,725193.5504,4369696.8351,33,46
BASE DE MONTAJE VILLADA,Z1104,"110840050",Z,EX,,,,AV,337560.7646,4682228.13,33,34
MIRANDA DE EBRO CLASIFICACION,"11220","011000310",E,EX,,,,AD,504929.7455,4726630.6047,1,9
POBRA DE SAN XIAN,"20324","068000140",T,EX,"270431",,,AD,136080.5388,4756034.1352,35,27
LA PARRILLA,"64010","033000236",T,EX,"461705",,,AD,687462.4122,4301803.5517,53,46
BIF. VILASECA,B7510,"022100125",B,EX,,,,AD,847796.742,4560345.7609,36,43
PONFERRADA-CARGADEROS,"20115","06999FS50",Y,FS,,,,AD,201455.7338,4717627.4009,37,24
"MURCIA DEL CARMEN AG. KM 526,8",A6135,"133540020",B,EX,,,,AV,666701.2068,4204362.0876,38,30
"EL REGUERON AGUJA KM 525,3",A6137,"133540010",B,EX,,,,AV,667883.6756,4204879.3536,38,30
KM. 378.0,C6105,"033200015",K,EX,,,,AD,627958.876,4245160.2795,38,2
"EL REGUERON AG KM 522,1",A6133,"130460060",B,EX,,,,AV,670697.1265,4206677.2284,38,30
BIF. GOBANTES,B0201,"140300065",B,EX,,,,AV,346731.8839,4097606.2513,38,29
BIF. TOCON,B0109,"140360070",B,EX,,,,AV,412715.4375,4121091.3336,39,18
BIF. LA CHANA,B0110,"140360080",B,EX,,,,AV,441964.263,4117148.6629,39,18
BIF. RIOFRIO,B0107,"140360050",B,EX,,,,AV,392126.7686,4110861.8785,39,18
"KM 141,417",C0111,"140360040",K,EX,,,,AV,384828.6966,4111120.206,39,29
ILLORA,"02035","140360080",E,EX,,,,AV,414865.8539,4121086.2273,39,18
ANTEQUERA AV,"02030","140360020",E,EX,,,,AV,361237.8082,4099338.29,39,29
BIF. BOBADILLA,B0105,"140360010",B,EX,,,,AV,354007.4441,4100980.947,39,29
"VALLADOLID FTE AMARGA KM 192,7",B0811,"111140010",K,EX,,,,AV,360647.0439,4612015.5544,61,47
BASE DE MONTAJE VILLARRUBIA,Z1305,"130400060",Z,EX,,,,AV,470357.347,4423278.9607,40,45
CAMBIADOR DE LA BOELLA,"04120","126400010",C,EX,,,,AV,849973.8298,4562762.0517,41,43
BIF. LA FEREDAT,B5410,"036000157",B,EX,,,,AV,846526.9953,4560526.949,41,43
CAMBRILS,"65422","036000155",E,EX,,,,AD,839829.8813,4555648.8639,41,43
L'HOSPITALET DE L'INFANT,"65420","036000145",E,EX,,,,AD,829092.7364,4546117.824,41,43
BIF. BELLISSENS,B5411,"036000165",B,EX,,,,AV,848001.699,4561759.1553,41,43
BIF. LA XACONA,B4105,"126400010",B,EX,,,,AV,855547.9493,4567674.8212,41,43
BIF. LA FEREDAT AG. KM. 249.3,A5410,"036000157",B,EX,,,,AV,845745.179,4559815.8618,41,43
RIFA,"65421","036000155",E,EX,,,,AV,834096.0286,4551903.601,41,43
BIF.GLORIAS-CLOT,B7183,"022000575",,EX,,,,AD,933708.2455,4596006.1001,41,8
P.K. 79.9,F0799,"04422FS40",,FS,,,,AD,319992.0831,4123432.2546,41,41
